ticker,year,quarter,lt_trade_receivables,gross_profit,st_liabilities,fin_leased_fixed_assets,cashneq,st_trade_accounts_payable,eps,changes_in_sale_securities,invest_in_oe,st_trade_accounts_receivable,lt_trade_payables,repaym_of_fin_leases,lt_advances_from_customers,st_advances_from_customers,share_of_associates_n_joint_ventures_result,profit_before_tax,st_invest,interest_paid,net_cf_from_operation,st_loan_receivables,lt_provision_for_invest,pnl_from_invest,share_premium,allocation_of_goodwill,olt_liabilities,eat_of_parent_company,ebt,operating_profit,interest_income_n_dividends,changes_in_inventories,inventories,preferred_stock,receipts_from_disposal_of_fixed_assets_n_olt_assets,receipts_from_equity_issue_n_cap_contri,fin_income,invest_in_associates_or_joint_ventures,st_assets,provisions,deferred_tax_exps,invest_in_subsidiaries,fixed_assets,st_provision_for_liabilities,paym_for_invest_in_oe,tangible_fixed_assets,deduction_revenue,other_funds_from_owners_equity,minoritys_interest,taxes_n_other_payables_to_gov,ost_receivables,cash_n_equiv_at_end_period,loans_purchases_of_other_debt_instruments,trading_securities,st_prepayments_to_suppliers,payable_to_employees,proceeds_from_borrowings,liabilities,lt_provision_for_doubtful_debts,pnl_foreign_exchange,st_borrowings_n_fin_leases,corp_income_tax_paid,depre_fixed_assets_n_properties_invest,other_income,receipts_from_loan_repay_n_sale_of_debt_instruments,owners_equity,sell_exps,lt_held_to_maturity_invest,cf_from_operation,other_profit,changes_in_receivables,lt_acrrued_exps,other_paym_for_operation,lt_prepayments_to_suppliers,st_held_to_maturity_invest,lt_borrowings_n_fin_leases,cogs,paym_for_share_repurchases,general_n_admin_exps,lt_provision_for_liabilities,st_provision_for_doubtful_debts,undistributed_eat,operating_profit_before_changes_in_wc,fin_exps,lt_assets,intangible_fixed_assets,st_acrrued_exps,lt_liabilities,cash_n_equiv_at_begin_period,st_inter_company_receivables,provision_for_trading_secutities,other_cap_of_owners,ost_payables,other_exps,fund_for_tech_dev,net_cf_during_period,ost_assets,total_assets,net_cf_from_invest,lt_receivables,curr_tax_exps,provision_for_inventories,lt_assets_in_progress,olt_receivables,treasury_shares,invest_properties,cash,st_receivables,olt_assets,revenue,lt_loan_receivables,lt_unearned_revenue,lt_invest,cf_from_fin,bonus_n_welfare_fund,cf_from_invest,paym_for_fixed_assets_n_construct_n_olt_assets,net_revenue,convertible_bonds,net_cf_from_fin,eat,principal_repaym,interest_exps,pnl_from_disposal_fixed_assets,st_unearned_revenue,taxes_n_other_receivables_to_gov,casheq,other_receipts_from_operation,changes_in_prepaid_exps,olt_invest,owners_cap,collections_on_invest_in_oe,dividends_paid_to_owners,dividends_n_interest_n_profit_received,changes_in_payables
ree,2016,4,4570378588.0,428375147719.0,2603170595738.0,,959184890496.0,407118405992.0,2001.0,-1396064114.0,1437605391646.0,620263323783.0,,,,1169282520486.0,279766300204.0,1391863523873.0,750013228917.0,-61569353437.0,667147867169.0,,-77175811801.0,,1050489310786.0,,141381883081.0,620497132860.0,723175238965.0,722713250961.0,,-503436699105.0,1230324976676.0,,1854397545.0,,174682558731.0,4033098844464.0,4104230758004.0,136289615987.0,-11623882898.0,,528600671462.0,4258728947.0,,495520173847.0,545851071.0,,33918491695.0,84907328538.0,126208032790.0,959184890496.0,-1845599373095.0,177729007570.0,253790458307.0,27455890963.0,2305564905938.0,3677518639897.0,,-493034546.0,594470465413.0,-173785819017.0,136289615987.0,7010013796.0,274327036713.0,7737316327412.0,35782273466.0,,,461988004.0,360647218369.0,,-9442126897.0,,656679250299.0,899220584250.0,873186709017.0,-11723900910.0,103018005292.0,33745576828.0,-67031962457.0,2782016675182.0,1003952221923.0,21310476935.0,7310604209305.0,33080497615.0,238507600198.0,1074348044159.0,1419715236964.0,,-84395028952.0,,75079071893.0,6548025792.0,,-459471939445.0,16102642887.0,11414834967309.0,-1325422652182.0,38721678370.0,80383497308.0,-26550502524.0,571484578870.0,34151299782.0,-83026660.0,673433406527.0,234295781676.0,1148605019028.0,104835449767.0,1302107707807.0,,,5393528424309.0,,1618115749.0,,-304258692596.0,1301561856736.0,,198802845568.0,654415624555.0,-1801834812981.0,18318692375.0,,472467559.0,1468353180.0,724889108820.0,8063353598.0,-46818194850.0,,3100588410000.0,,-293203346479.0,548253979251.0,90933330699.0
ree,2016,3,4704567658.0,273876785100.0,2385903872296.0,,685854474565.0,275145039407.0,793.0,-1812748113.0,1144387989415.0,477999836272.0,,,,1270349402702.0,35958519016.0,668688284908.0,771050850916.0,-47033729567.0,-173548644191.0,,-77251509840.0,,1050489310786.0,,116069377816.0,245977785212.0,312940206632.0,310459595983.0,,-326976675296.0,880216119466.0,,1143033909.0,,80768153153.0,3184875735964.0,4193165953524.0,99885867539.0,-599248971.0,,500609206073.0,5422547021.0,-780428723345.0,466513707201.0,18480000.0,,18206358202.0,56548434888.0,570017133231.0,685854474565.0,,178145691569.0,268525886143.0,12959480267.0,1384606449478.0,3156250103528.0,,-2436774202.0,521699283818.0,-122394584885.0,99885867539.0,3173545941.0,,6942744613163.0,24561170776.0,,,2480610649.0,-417861867999.0,,-5610390382.0,,677532520398.0,621941813181.0,663768606521.0,-11723884279.0,42701774436.0,32335040235.0,-59003036455.0,2163509217192.0,687619411781.0,12880916074.0,5905828763167.0,34095498872.0,199858896271.0,770346231232.0,1419715236964.0,,-84627361051.0,,40589953855.0,692935292.0,,-733177623870.0,32893668311.0,10098994716691.0,-414852558850.0,38573723915.0,49355312189.0,-43559423908.0,498244961802.0,33869156257.0,-83026660.0,550932006949.0,171049981621.0,1823150840266.0,65456648889.0,937663871621.0,,,4252012215539.0,,3330834067.0,,-205113197223.0,937645391621.0,,-144776420829.0,264184143414.0,-1230926309185.0,12328406278.0,,,816053495.0,514804492944.0,5941335401.0,-8687114396.0,,3100588410000.0,96014880223.0,-286732676843.0,473531447586.0,63267719265.0
ree,2016,2,,242534622101.0,2276710089294.0,,1019428437263.0,274098919889.0,493.0,-866348249.0,993464310863.0,512853915091.0,,,,1446045430568.0,-306004658122.0,355748078276.0,817338151752.0,-29864763677.0,336587253049.0,,-77185900445.0,,1050489310786.0,,113163022560.0,143988154038.0,206706050001.0,204122062875.0,,-142350479238.0,689901462411.0,,623943000.0,,331407760420.0,3151120353712.0,3964332578622.0,67959103494.0,665509338.0,,471203661813.0,2277018473.0,,437498962584.0,1884230779.0,,17172297804.0,45166927736.0,112605929522.0,1019428437263.0,-583808289158.0,177199291705.0,262872975816.0,4532982313.0,750679114858.0,2937092338486.0,,-2439504202.0,323116731432.0,-83846542915.0,67959103494.0,2945251869.0,37507871780.0,6652640385723.0,14650541957.0,,,2583987126.0,-14843656623.0,,,,724427702448.0,512443305086.0,624629684030.0,-11723934290.0,34707646904.0,34775921546.0,-59003036455.0,1917531431980.0,451168683493.0,14457472663.0,5625400145587.0,33704699229.0,134198203417.0,660382249192.0,1419715236964.0,,-84288842401.0,,42048992650.0,361264743.0,,-399612488657.0,38774310092.0,9589732724209.0,-283612424825.0,33981633017.0,44880088821.0,-42308339047.0,432431865491.0,33981633017.0,-83026660.0,563066424831.0,115017258754.0,1398890217104.0,57317796305.0,869048536910.0,,,4067398764130.0,,2923083687.0,,-135196157643.0,867164306131.0,,-452587316881.0,161160451842.0,-905080035046.0,13064213705.0,,2301799129.0,1008679042.0,904411178509.0,,-1082837721.0,,3100588410000.0,,-286462462403.0,397260207196.0,158273197979.0
ree,2016,1,,230576458697.0,2143622266399.0,,1173265912265.0,146731709603.0,366.0,,1030402147975.0,542828014945.0,,,,1304590112664.0,-114808948882.0,149042028275.0,464371841600.0,-19524151834.0,100783619958.0,,-74372817345.0,,1050489310786.0,,115183815607.0,98750211382.0,149042028275.0,147337365321.0,,-76698977221.0,623977954146.0,,406467909.0,,98754424038.0,3320960241068.0,3546908206266.0,32075224097.0,-671175594.0,,472541010995.0,2120287467.0,-106895722298.0,439237897878.0,1382300933.0,,11160250422.0,42588903728.0,117282589487.0,1173265912265.0,,176332943455.0,214911611515.0,153950007.0,409488119394.0,2828612839482.0,,-732114009.0,424553566447.0,-40543590497.0,32075224097.0,2148212481.0,,6523544675939.0,13997913663.0,,,1704662954.0,113574564807.0,,-589579578.0,,372691032856.0,540507480597.0,322337817456.0,,33593500701.0,29299276879.0,-61100476405.0,2178744873535.0,216390022116.0,19593154168.0,5805249309155.0,33303113117.0,152673111985.0,684990573083.0,1419715236964.0,,-84652134711.0,42598429318.0,66634320259.0,443549527.0,,-246268609296.0,32309298164.0,9352157515421.0,-77247405501.0,33818334157.0,39802742065.0,-42580345295.0,382018602148.0,33818334157.0,-31342660.0,572901037332.0,171476638405.0,1252983200091.0,66980752825.0,554296577086.0,,,4276989571698.0,,2410309470.0,,-67099304100.0,552914276153.0,,-269804823753.0,109910461804.0,-434388029056.0,-16448179560.0,,1165994769.0,1196546819.0,1001789273860.0,,-213348009.0,,2696168100000.0,1934400000.0,-244904914091.0,94406752988.0,-91611319826.0
ree,2016,-1,2801963714.0,1181633323889.0,2617614139511.0,,960027120496.0,405820702928.0,3526.0,-201184114.0,1437605391646.0,630344198317.0,,,,1169235526184.0,-121168540938.0,1375753903562.0,749169998917.0,-61588808779.0,680524532941.0,,-77175811801.0,,1050489310786.0,,141415252040.0,1093237014487.0,1375753903562.0,1368547876590.0,,-503435522301.0,1230323799872.0,,1942651903.0,,685070057689.0,4017019091310.0,4105229855343.0,139556922833.0,-12840333566.0,,528638925974.0,20736522934.0,-1310081335158.0,495558428359.0,3830862783.0,,80422189315.0,84670194930.0,117461604628.0,960027120496.0,-872525927146.0,177729007570.0,252254783186.0,27490817907.0,2167680325752.0,3675493958642.0,,279701943.0,594470465413.0,-174955858960.0,139556922833.0,15277085939.0,522205157790.0,7721141217931.0,89024177119.0,,,7206026972.0,363330491806.0,,-6878773299.0,,655836020299.0,899220584250.0,2477729281879.0,-11728344619.0,220293412913.0,17243982841.0,-67031962457.0,2765893850270.0,1008015749208.0,67669374018.0,7291405321230.0,33080497615.0,238255328396.0,1057879819131.0,1419715236964.0,,-84395028952.0,,74840997511.0,8071058967.0,,-458327445934.0,17305145779.0,11396635176573.0,-1204328290201.0,36953263496.0,214935033326.0,-26550502524.0,571484578870.0,34151299782.0,-83026660.0,673433406527.0,234294781676.0,1148403790279.0,103446475208.0,3663193468551.0,,,5377448671155.0,,1621115749.0,,-308556037151.0,3659362605768.0,,65476311326.0,1173659203802.0,-1797111383439.0,60159491918.0,,472467559.0,982121699.0,725732338820.0,,-37461055996.0,,3100588410000.0,214407563695.0,-266652937470.0,548279635866.0,93699495376.0
ree,2015,4,,254292885362.0,2225628841950.0,,1419715236964.0,224625846766.0,975.0,-64524713270.0,1031513187975.0,751887288900.0,,,,1214713332820.0,46401511327.0,1045676141840.0,381491325361.0,-66506325422.0,774369948284.0,,-74149379645.0,,1050489310786.0,,109981366227.0,262258496764.0,320356241709.0,317170193754.0,,54421559228.0,547093860649.0,,3725329546.0,1000000000.0,118416694446.0,3411769189950.0,3747425820726.0,132711178140.0,9423417900.0,,483507065078.0,2164688559.0,-485181120323.0,449831802721.0,213643845.0,,8371503319.0,48791605067.0,86770671292.0,1419715236964.0,,176332943455.0,81772899224.0,11730984479.0,1122289465263.0,2925943458869.0,,-113681908.0,429904075283.0,-153893821823.0,132711178140.0,4825969062.0,,6682999833667.0,15409500754.0,,,3186047955.0,-399953648609.0,,-5618070076.0,,289724592557.0,561131881423.0,407864031097.0,,64687488850.0,29201369269.0,-61019767475.0,2349511348273.0,797731334653.0,21843907777.0,5861517471810.0,33675262357.0,250618284168.0,700314616919.0,1036655683725.0,,-84566210651.0,42598429318.0,40080135760.0,1639921107.0,,381087118841.0,30168992774.0,9608943292536.0,-172893066194.0,33818334157.0,40302823726.0,-42765461571.0,316185414341.0,33818334157.0,-31342660.0,584938280334.0,284248591789.0,1368956404978.0,73935379620.0,662370560304.0,,,4369132998280.0,,2999889048.0,,-326469653033.0,662156916459.0,,-220389763249.0,270630000083.0,-833889827792.0,18600400198.0,,,2886083111.0,1135466645175.0,,-1040896951.0,,2696168100000.0,177589071931.0,-509789400720.0,457443305685.0,613754530554.0
ree,2015,3,,200891091946.0,1895081284773.0,,1357884807696.0,168466577578.0,746.0,4889660130.0,1052037310059.0,689125893465.0,,,,1012713789522.0,85690657253.0,725319900131.0,244294939581.0,-46053937762.0,563840669527.0,,-73828234807.0,,1043934058786.0,,107726133397.0,208290684339.0,330241198775.0,243938661337.0,,194635282873.0,405604235587.0,,1354545455.0,,31489545225.0,3355767678623.0,3291972869573.0,100829680514.0,629908537.0,,471095746761.0,2030920937.0,-317426023613.0,437544098016.0,332726430.0,,3304244992.0,34299959356.0,59890534960.0,1357884807696.0,,125575280455.0,65892910146.0,1703862419.0,838847737777.0,2638422224906.0,,1819267449.0,465016814587.0,-122233228724.0,100829680514.0,1220751537.0,,6451655167688.0,12133209087.0,,,611880185.0,-307454376423.0,,-4213280539.0,,203203118763.0,606803708852.0,420197929312.0,,38672866770.0,28811097884.0,-60986967860.0,2086718890881.0,592971755327.0,23326557230.0,5798104523021.0,33551648745.0,164636262086.0,743340940133.0,1036655683725.0,,-84483459637.0,18430992409.0,41315562183.0,608871352.0,,319255069670.0,14417425725.0,9090077392594.0,-118393534955.0,69816931872.0,32325703654.0,-44041362988.0,234132882622.0,43816931872.0,-31342660.0,596975523341.0,201537227520.0,1269771460984.0,92106684550.0,621421747688.0,26000000000.0,,4333976753875.0,,4404678585.0,,-219095887365.0,621089021258.0,,-126192064902.0,211594929331.0,-481531495573.0,1960575199.0,,492857520.0,938108261.0,1156347580176.0,,-313129500.0,,2690705390000.0,50866318431.0,-484508307106.0,365907512137.0,251611924145.0
ree,2015,2,,254076101843.0,1540479028075.0,,1271166573992.0,192517395829.0,907.0,,1031734454711.0,795052437009.0,,,,690521137211.0,-108930729193.0,480769358609.0,200641029757.0,-21270557017.0,212849311655.0,,-73737556000.0,,1043934058786.0,,106516503750.0,237633577990.0,193927004722.0,299713374823.0,,141702996925.0,457402671709.0,,1200000000.0,,231813626188.0,3183591522583.0,3119241767697.0,69133004962.0,601752392.0,,480977885261.0,1580782631.0,-167644303696.0,447118389943.0,328980526.0,,20165397619.0,50485059874.0,47807404439.0,1271166573992.0,,124691326465.0,41301591829.0,4711509771.0,646475363305.0,2339288547458.0,,-647355842.0,388498642263.0,-79083230496.0,69133004962.0,3243493826.0,,6238987082539.0,15043169544.0,,,3144359092.0,-194097613316.0,,-3506675234.0,,160217109429.0,665151631351.0,429685774303.0,,40671568468.0,27141384282.0,-60986967860.0,1878468219590.0,409772893410.0,21530886003.0,5459033862300.0,33859495318.0,158231759584.0,798809519383.0,1036655683725.0,,-84267406137.0,18430992409.0,48715378502.0,99134734.0,,233843368493.0,13637832050.0,8578275629997.0,162429673820.0,68371429882.0,44457005914.0,-45175212814.0,60430754651.0,42371429882.0,-31342660.0,609012766347.0,115664367464.0,1176393660189.0,98652604865.0,684090856672.0,26000000000.0,,4141588421294.0,,5111283890.0,,-43481687167.0,683761876146.0,,-141435616982.0,257798975609.0,-303629370926.0,-19975052008.0,,106078520.0,2542797575.0,1155502206528.0,5773614120.0,-663173456.0,,2690705390000.0,50238481483.0,-484281609361.0,322117183200.0,-45778943281.0
ree,2015,1,,181998387255.0,1495628227414.0,,1096467589601.0,163170763298.0,543.0,5856944119.0,1003982940514.0,718629731764.0,,,,706169671594.0,14179749462.0,177911624694.0,155120940255.0,-7908759695.0,68524853842.0,250000000.0,-73737556000.0,,1043934058786.0,,107754044620.0,144897888680.0,192091374156.0,177962028769.0,,38242736801.0,560397705114.0,,,,48101940752.0,3285918963776.0,2886094293982.0,35195859490.0,392881845.0,,490884447207.0,791964320.0,-35861755300.0,456743760303.0,935507717.0,,3164991523.0,41484283370.0,74608616083.0,1096467589601.0,,124607996465.0,38792732338.0,673540592.0,471793509895.0,2370700838191.0,,-361371695.0,321772043697.0,-42625591734.0,35195859490.0,361307738.0,,6037296111808.0,11917776622.0,,,-50404075.0,-50187659280.0,,-707394043.0,,114547791763.0,741209477562.0,494377736541.0,,37753793848.0,26109088595.0,-56576942038.0,1644135285550.0,168417503073.0,16646478230.0,5521902656017.0,34140686904.0,164607025116.0,875072610777.0,1036655683725.0,,-84034847973.0,18430992409.0,79088530783.0,411711813.0,,59813089632.0,10846072144.0,8407996949999.0,38907666122.0,30919873610.0,29455862646.0,-45640439533.0,52518399922.0,4919873610.0,-31342660.0,621765639376.0,165432869346.0,1063261986868.0,109649947612.0,677311631513.0,26000000000.0,,4216164348290.0,,2419136468.0,,-30780792022.0,676376123796.0,,-47619430332.0,148062880203.0,-119616269871.0,15530742621.0,,522844450.0,4806329113.0,931034720255.0,,-643987630.0,,2690705390000.0,2880000.0,-399796670356.0,105547333444.0,-41918937769.0
ree,2015,-1,,891258466404.0,2225588711837.0,,1419715236964.0,224636546765.0,3170.0,-64524713271.0,1031513187975.0,751871765798.0,,,,1214666814716.0,37341188849.0,1045676170298.0,381491325362.0,-66506325422.0,774486261423.0,,-74149379645.0,,1050489310786.0,,109981366227.0,853082411270.0,1045676170298.0,1038784287138.0,,54421559228.0,547093860649.0,,3706954546.0,,427537034206.0,3411769189950.0,3747405985616.0,132711178140.0,11047960673.0,,483507065078.0,2164688559.0,-485280899029.0,449831802721.0,1809966948.0,,35004402415.0,48791695067.0,86766359283.0,1419715236964.0,,176332943456.0,81772899224.0,11730984479.0,1122289465263.0,2925903328756.0,,-29384453.0,429904075283.0,-153862103327.0,132711178140.0,9651522166.0,,6683020128671.0,54475770672.0,,,6891883160.0,-399947031088.0,,-5618070076.0,,289724592557.0,561131881423.0,1752125471255.0,,181831941787.0,29201369269.0,-61019767475.0,2349535745815.0,797833963217.0,81044689862.0,5861517471811.0,33675262357.0,250568413287.0,700314616919.0,1036655683725.0,,-84566210651.0,42598429318.0,40125604633.0,2759639006.0,,381087118841.0,30168992774.0,9608923457427.0,-173011147553.0,33818334157.0,146541395940.0,-42765461571.0,316185414341.0,33818334157.0,-31342660.0,584938280334.0,284248591789.0,1368936569867.0,73935379621.0,2645193904607.0,,,4369132998280.0,,2999889048.0,,-326469653033.0,2643383937659.0,,-220387995029.0,888086813685.0,-833889827792.0,73966770226.0,,,2886083111.0,1135466645175.0,,-1040896951.0,,2696168100000.0,177589071931.0,-423998210970.0,457443378032.0,613729879113.0
ree,2014,4,,268766117919.0,1551100054954.0,,1036655683725.0,195962004001.0,1428.0,,,662622916071.0,,,,690786774969.0,,1262424724233.0,249839701655.0,-36526554545.0,692384343383.0,,-73737556000.0,,1043934058786.0,,103938560278.0,381056799271.0,451692115875.0,274822176267.0,,-47679560051.0,598432151160.0,,219087175.0,,101542454032.0,3262728074000.0,2966628104400.0,57143820089.0,-34509049.0,,563895510668.0,22542829976.0,-1021306398922.0,494482692573.0,208812913.0,,25775179588.0,58880576056.0,82580914615.0,1036655683725.0,,,49613867487.0,18481108712.0,1919287633520.0,2064942683194.0,,1641418011.0,300900213273.0,-154700557871.0,57143820089.0,3189645344.0,,5910243592550.0,12651183442.0,,,213057645.0,165139239453.0,,-13261657779.0,,,409904067962.0,535397879422.0,,70733836047.0,,-56491997038.0,1939390675994.0,737414711881.0,12101376195.0,5436599961513.0,34917102714.0,155779197521.0,513842628240.0,535795614565.0,,,,,2976587699.0,,502321477901.0,50358692633.0,8403228065913.0,-66050431628.0,,44894646065.0,-45848730288.0,,,-31342660.0,635021928112.0,131144669536.0,1031341875227.0,40870516057.0,804372810254.0,,,4117399245545.0,,,,-43664421700.0,804163997341.0,,-124012433854.0,406831978859.0,-1656149114188.0,7152018855.0,,,3013035831.0,905511014189.0,11513469678.0,940445132.0,928408727545.0,2690706390000.0,637844214803.0,-419830953186.0,360857087016.0,29544807485.0
ree,2014,3,,198383173434.0,1518156430464.0,,1159282898467.0,193909234569.0,917.0,,,549419310519.0,,,,730591635902.0,,810732608358.0,195786706759.0,-24522104253.0,566183411778.0,,-73737556000.0,,1002906058786.0,,99354400009.0,243478291379.0,291749233446.0,304695136199.0,,-34572305093.0,582745179843.0,,169287175.0,,158285504325.0,2689469143052.0,2983184535092.0,62091484758.0,-1167341948.0,,516006726766.0,23252382532.0,-155251271704.0,458924614346.0,199016364.0,,11486771365.0,47839183125.0,46383492197.0,1159282898467.0,-248531379000.0,,116206288087.0,4677738823.0,1205196714697.0,1856349066362.0,,-41423341.0,268329194233.0,-116784125241.0,62091484758.0,1780887319.0,308728600000.0,5453927360175.0,10128852969.0,,,-831329427.0,131183405427.0,,-6057368358.0,,,238332852742.0,455797092688.0,,32436644138.0,,-64263029878.0,1558294875723.0,559468249959.0,9408044453.0,4749496356575.0,35598341024.0,179045687497.0,338192635898.0,535795614565.0,,,,,2612216746.0,,622815058370.0,53932628252.0,7732680891667.0,457281581396.0,,37951512650.0,-48428446647.0,,,-31342660.0,648278216854.0,93243830777.0,991437121771.0,40746914105.0,654379282486.0,,505383147.0,3462130044997.0,,,,-30559654282.0,654180266122.0,,-400649934804.0,254965062744.0,-1221724804450.0,9098065488.0,,,3199382821.0,1066039067690.0,7488122350.0,644523122.0,846398457945.0,2656515390000.0,258902375214.0,-416801845051.0,323823623993.0,49335013865.0
ree,2014,2,,172272006022.0,1802321944110.0,,962044058016.0,197964710826.0,,,,620428293011.0,,,,830555691340.0,,519007756722.0,251044928015.0,-17138962433.0,433701741080.0,,-73737556000.0,,1002906058786.0,,98296091255.0,205797465142.0,241082508074.0,309351007063.0,,-108360156628.0,653611268381.0,,,36979472164.0,169209625713.0,2701333716381.0,2973930690841.0,30588147719.0,-6144469859.0,,512951406308.0,24696029271.0,-144380418197.0,469196252886.0,253967388.0,,-37847988.0,63971186496.0,42642447981.0,962044058016.0,,,66605555723.0,12557868180.0,833739721876.0,2121276565885.0,,172268154.0,415145152509.0,-75503056016.0,30588147719.0,1989679921.0,257404335939.0,5211199024929.0,12949612823.0,,,1491172420.0,81608422205.0,,-3340214377.0,,,220658530520.0,446976447874.0,,4703839003.0,,-64263029878.0,1315618379107.0,370046646403.0,14477172846.0,4769033357417.0,35976339335.0,195438896577.0,318954621775.0,535795614565.0,,,,,498507501.0,,425588502424.0,59191683706.0,7742964048258.0,264026474250.0,,41467360779.0,-51350209643.0,,,-31342660.0,661534505594.0,111499319713.0,1048038752721.0,39803497721.0,619502421284.0,,,3464924543591.0,,,,-7573684819.0,619248453896.0,,-272139712906.0,205759617154.0,-725819800750.0,12041430115.0,,,3309798698.0,850544738303.0,6365766586.0,-526230139.0,837328383210.0,2656515390000.0,,-417039106196.0,158576241327.0,180549525479.0
ree,2014,1,,163037144516.0,1341024113986.0,,352359466608.0,206076087619.0,879.0,,,541959726175.0,96584853380.0,,,419464606003.0,,277925248648.0,346276278160.0,-7228311514.0,14306478798.0,,-73737556000.0,,1002906058786.0,,,231729505377.0,277925248648.0,154390193743.0,,4263201942.0,539962093011.0,,,,29829429772.0,2967718814581.0,2251264707627.0,15205192210.0,181134979.0,,40956426719.0,22126025186.0,-47220163367.0,19681846882.0,627112745.0,,-576180797.0,49601998881.0,22814844443.0,352359466608.0,-94823567000.0,,134334545902.0,114967048.0,218664564221.0,1675880380481.0,,,363729171766.0,-37349887617.0,15205192210.0,53595472629.0,122706000000.0,4985692235113.0,9641405019.0,,,51818726553.0,56930925358.0,,-479074766.0,,,237768269070.0,388794730126.0,,23371524393.0,,-79405438326.0,1109821501255.0,196478260681.0,5463451133.0,4417764141507.0,13171748124.0,187702434165.0,334856266495.0,535795614565.0,,,,,1776746076.0,,-183436138792.0,57744291920.0,6669028849134.0,135494820102.0,,46590789089.0,-42856299509.0,,,-31342660.0,674790794330.0,75484237748.0,954922577928.0,33778762387.0,552458987387.0,,503144045.0,3668238158071.0,,,,-240179000.0,551831874642.0,,-333237437692.0,231153324580.0,-140050885288.0,9122359119.0,,,5049409333.0,276875228860.0,2630717335.0,-572696779.0,774256899490.0,2636863850000.0,139134823000.0,-415511116625.0,15937906469.0,-200366655842.0
ree,2014,-1,,802559313317.0,1551093148779.0,,1036655683725.0,195962004001.0,4004.0,,,662576397969.0,,,,690740256867.0,,1262427405945.0,249839701655.0,-36526554548.0,692393350433.0,,-73737556000.0,,1043934058786.0,,103938560278.0,1061971178941.0,1262427405945.0,1043236811060.0,,-47679560051.0,598432151160.0,,219087175.0,,459521649291.0,3262728074001.0,2966586420754.0,57142979454.0,-7165185877.0,,563895510668.0,22542829976.0,-1021306398922.0,494482692573.0,1288909410.0,,36682326615.0,58898209762.0,82602892836.0,1036655683725.0,,,49613867487.0,18481108712.0,1919287633520.0,2064935777019.0,,1641418011.0,300900213273.0,-154693391896.0,57142979454.0,60555687327.0,,5910153645698.0,45371054248.0,,,52691629305.0,165139239453.0,,-13261657779.0,,,409904067962.0,1826827161061.0,,131322486521.0,,-56491997038.0,1939296988440.0,737416552958.0,42150610779.0,5436599961512.0,34917102714.0,155780388690.0,513842628240.0,535795614565.0,,,,,7864058022.0,,502330484951.0,50341548868.0,8403186382266.0,-66050431628.0,,170939086266.0,-45848730288.0,,,-31342660.0,635021928112.0,131144669536.0,1031317335346.0,40870516057.0,2630675383788.0,,,4117399245546.0,,,,-43664421700.0,2629386474378.0,,-124012433854.0,1098653505556.0,-1656149114188.0,37413873577.0,,,2995892066.0,905511014189.0,11513469678.0,940445132.0,928408727545.0,2690705390000.0,637844214803.0,-419830953186.0,360857087016.0,29544807486.0
ree,2013,4,,148815761994.0,1370206464925.0,,535795608464.0,168792234458.0,552.0,,,657959759282.0,,,,535150664935.0,,1087504073724.0,416693781071.0,-60568141139.0,-41696760430.0,,-74176184910.0,,1002906058786.0,,94975996441.0,136330265720.0,158993551426.0,111926410295.0,,-71827039906.0,544225285698.0,,604963635.0,4416660619.0,87101818902.0,2848097188074.0,2533944607744.0,61183861577.0,-5829302303.0,,41715151193.0,2431011181.0,-785714349016.0,20694232156.0,151823423.0,,-73652718.0,31056082211.0,17817605324.0,535795608464.0,-925836605318.0,,107603320550.0,4291823900.0,1025331133655.0,1725227384441.0,,4239193028.0,285115492833.0,-105775562906.0,61183861577.0,2410578611.0,1149735829081.0,5196648998117.0,15570262272.0,,,849945212.0,-204848205524.0,,-31151326047.0,,,237768269070.0,580804611270.0,,75527269071.0,22276654005.0,-79405438326.0,1353702993223.0,501020504669.0,32893639258.0,4392508231552.0,13868087324.0,226917290941.0,355020919516.0,834707800990.0,,,,,1560633399.0,,-298024804003.0,62531604050.0,6926452839296.0,-42364195998.0,,28566240727.0,-42856299509.0,,,-31342660.0,688047083066.0,67561894582.0,974698328461.0,33899892374.0,729772196687.0,,,3628846104919.0,,,,-10747563975.0,729620373264.0,,-213963847575.0,136256613002.0,-856962223557.0,-15501103928.0,,,2600835904.0,468233713882.0,10343763084.0,-17331809.0,854925101755.0,2636863850000.0,207681570748.0,-386749418292.0,321911958847.0,-78873420852.0
